url,content,date
https://finance.yahoo.com/news/the-5-hottest-startups-from-robotics-to-ai-have-gained-393-in-private-market-value-in-2025-120751336.html,"It's not just the Nvidias (NVDA) of the world that have seen an atmospheric rise as investors piled into the AI trade over the past year. Top startups competing in key areas, from humanoid robots to AI search, have also seen their private market share prices surge. ""In today's VC landscape, there's a clear split between the 'haves' and the 'have-nots,'"" Emily Zheng, senior VC analyst at PitchBook, told Yahoo Finance. According to Zheng, a handful of breakout AI startups are driving the majority of valuation growth. Some are raising capital at astonishing prices while attracting intense demand from primary and secondary investors. That demand — often fueled by a mix of FOMO, conviction in AI tech, and limited liquidity options — has helped push the US VC secondary market to an estimated $60 billion in size this year, up from $50 billion in 2024, according to PitchBook. But this sharp rise doesn't mean venture is booming across the board — most of the activity is concentrated in a small, highly sought-after cohort. Among the top five private-market gainers this year, the average year-to-date share price is up a staggering 393%. Together, these startups have added over $68 billion in estimated valuation so far in 2025, perYahoo Finance data. Here are the top 52-week gainers in private markets according toYahoo Finance data, provided by Forge and EquityZen. Estimated valuation: $35.26B Year founded: 2022 YTD share price: +1,012% The humanoid robots startup aims to bring AI-powered robots that can work in factories and homes alike to the mass market. Enthusiasm around AI and robotics, such as Tesla's (TSLA) Optimus, has continued to rise. Figure AI recently raised $1.5 billion in a May funding round, bringing its total raise to $2.25 billion. Estimated valuation: $15.64B Year founded: 2012 YTD share price: +286.16% Ripple, the blockchain-based payments platform, has seen renewed investor enthusiasm amid broader interest in crypto infrastructure and decentralized finance. CEO Brad Garlinghouse recently announced that Ripple woulddrop its years-long cross-appealswith the SEC, following the agency's claim that Ripple sold its XRP token as an unregistered security. Estimated valuation: $10.99B Year founded: 2022 YTD share price: +260.16% Perplexity, the buzzy AI-powered search engine, has positioned itself as a serious challenger to Google (GOOG) by delivering real-time answers with cited sources. Backed by investors like Nvidia and Amazon (AMZN) founder Jeff Bezos, the startup has seen rapid adoption. It'sreportedlyin talks to raise up to $1 billion, which could push its valuation to $18 billion. Estimated valuation: $91.59B Year founded: 2023 YTD share price: +231.33% Founded by Elon Musk, the startup xAI aims to build artificial general intelligence (AGI) that competes with large language models like ChatGPT. It aims to integrate with products like Tesla and X, which it recently merged with. Its Grok chatbot has been launched across the social media platforms' premium offering. Estimated valuation: $5.99B Year founded: 2016 YTD share price: +178.65% Nuro specializes in autonomous delivery vehicles designed for last-mile logistics. The company has partnered with major brands like Kroger (KR) and Domino's (DPZ) to pilot its driverless pods in US suburbs. While the robotaxi race heats up, Nuro is carving out a niche in commercial AV delivery, which could see significant upside as urban mobility and e-commerce evolve. Francisco Velasquez is an Associate Reporter at Yahoo Finance. You can reach him viaLinkedInandX. Click here for the latest technology news that will impact the stock market Read the latest financial and business news from Yahoo Finance",2025-07-04
https://finance.yahoo.com/news/veteran-fund-manager-makes-bold-205034775.html,"Veteran fund manager makes bold move on Apple, Marvelloriginally appeared onTheStreet. Chris Versace wants to start off the holiday weekend with a blast. The lead portfolio manager for TheStreet Pro Portfoliogave readers an updateon chipmaker Marvell Technology(MRVL)and computer giant Apple(AAPL). 💵💰Don't miss the move: Subscribe to TheStreet's free daily newsletter💰 Versace said Marvell shares moved lower, following a report from The Information that said Microsoft(MSFT)intends to release its most powerful in-house AI chips in 2028 or beyond as it focuses on chips it can better develop in the interim. The report also suggested Microsoft has pushed back the release of its Maia 200 chipset to 2026 from 2025, he said. ""The move lower in MRVL shares reflects that pushout, but while Microsoft is a custom AI silicon partner for Marvell, so too are Amazon(AMZN)and Meta(META), and as we learned at the company’s recent event, multiple up-and-coming hyperscalers as well,"" he said. Marvell hosted a ""Custom AI"" Investor Event on June 17 in New York where the company boosted its total available market to $94 billion by 2028, up 25% higher than the $75 billion by 2028 it outlined this time last year Following the pronounced run in Marvell shares, Versace said, ""the same one that led us to bank some of that big move, we are not surprised that The Information’s report dinged Marvell shares."" More Tech Stocks: Amazon tries to make AI great again (or maybe for the first time) Veteran portfolio manager raises eyebrows with latest Meta Platforms move Google plans major AI shift after Meta’s surprising $14 billion move ""For us, the larger story is very much intact,"" he said. ""While the Portfolio has a full position, if the shares pulled back a bit further to the $70 level, that would fill a modest gap in the chart, and be a nice pick-up point given our $115 target."" Marvell is slated to report second quarter results next month. Shares are down 32% this year. Last month, B. Riley raised the firm's price target on Marvell to $115 from $110 and kept a buy rating on the shares following the company's custom AI investor webcast, according to The Fly. The firm said that it believes the update shows a ""strong"" next-generation AI growth inflection for Marvell. Turning to Apple, Versace noted that the computer giant's shares have been climbing recently, which is likely due to reports the company is weighing the benefits of using AI technology from Anthropic or OpenAI to power its long-awaited upgrade to Siri, rather than leaning on in-house solutions. Apple has had discussions with both companies about using their large language models for Siri, asking them to train versions that could run on Apple’s cloud infrastructure for testing,Bloomberg reported, citing people familiar with the discussions. In March, Apple said AI improvements to its voice assistant Siri will be delayed until 2026, without giving a reason for the setback. Apple shook up its executive ranks to get its AI efforts back on track after months of delays, with Mike Rockwell taking charge of Siri, as CEO Tim Cook lost confidence in AI head John Giannandrea’s ability to execute on product development, Bloomberg reported at the time. ""We will want to see how this plays out, but should Apple decide to use one of those, it would likely accelerate the delivery of a more useful and smarter Siri,"" Versace said. ""That would potentially charge up the iPhone upgrade cycle to newer models, a nice revenue driver for Apple."" Related: Apple could make big change to Siri, delight fans Apple is scheduled to report third quarter results on July 31 and Versace said that, while the company is normally tight-lipped on its earnings calls, ""odds are we will get some questions about this during the Q&A on its June quarter conference call."" ""We will be listening to see what is said,"" he said. Separately, Jefferies analyst Edison Lee upgraded Apple to hold from underperform with a price target of $188.32, up from $170.62. Counterpoint reported global iPhone's sales volume in April plus May was up 15% year-over-year, marking the strongest growth since Q3 of 2021. Tariff-driven pull-in demand and share recovery in China could drive June quarter revenue and EPS growth of about 8% and 10%, respectively, which would be roughly 5% and 9%, respectively, greater than consensus and greater than Apple's low-single digit revenue growth guidance, the analyst added while previewing fiscal Q3 results. While the market's benign view on tariffs is ""likely overly optimistic,"" and Apple's service revenue has downside potential, Lee said, good Q3 results ""could keep the stock stable"" near-term. Meanwhile, Versace is tracking President Donald Trump's Big Beautiful Bill and the July 9 tariff deadline. ""While we would like to see some of those uncertainties removed, the details for both will matter,"" he said. ""Once we know them, we’ll be better able to plot our moves."" Related: Fund-management veteran skips emotion in investment strategy Veteran fund manager makes bold move on Apple, Marvellfirst appeared on TheStreet on Jul 3, 2025 This story was originally reported byTheStreeton Jul 3, 2025, where it first appeared.",2025-07-04
https://finance.yahoo.com/news/ups-drivers-receive-buyout-offer-190307243.html,"UPS plans to offer voluntary buyouts to unionized delivery drivers for the first time in its history as it looks to align the workforce with the downsizing of its domestic ground network and Amazon business. The news follows management’s disclosure in April of intentions to eliminate 20,000 front-line positions as part of a broader effort to cut excess capacity and improve profits. UPS’s (NYSE: UPS) network optimization plan, called Network of the Future, envisions closing 200 sortation centers over five years and increasing automation for handling packages. Dozens of facilities have already been consolidated in the past year. Package drivers would “receive a generous financial package if they choose to leave UPS” on top of earned retirement benefits, including pension and healthcare, the parcel freight company said in a statement Thursday. “As we navigate an unprecedented business landscape, we are executing the largest network reconfiguration in UPS history” and need to similarly adjust headcount, the company explained. Parcel volumes are under pressure from a variety of headwinds, including Trump administration tariffs that have slowed imports and a January decision to reduce Amazon business by 50% over 18 months because so much of it is unprofitable. UPS’s voluntary severance plan angered the Teamsters union, which says the Atlanta-based company is obligated to create 30,000 jobs under a five-year contract ratified in August 2023, which forestalled a nationwide strike. It urged members to reject the buyout offer. “UPS is trying to weasel its way out of creating good union jobs here in America by dangling insulting buyouts in front of Teamsters drivers. It is an illegal violation of our national contract,” said Teamsters President Sean O’Brien in a news release. “UPS is obligated to establish tens of thousands of new full-time jobs under the agreement. But CEO Carol Tomé and UPS’s corporate managers are hoping that if they offer paltry severance packages to enough workers, no one will notice the company is setting the union’s contract on fire. UPS Teamsters work too damn hard to be treated with such disrespect.” Teamster contracts enable UPS drivers employed 30 years or more to receive employer-paid health care throughout retirement, a benefit that would not be guaranteed to all workers under UPS’s severance plan, according to the union. The current contract calls for UPS to elevate 22,500 part-time workers to full-time positions and create another 7,500 positions. “We have approached the Teamsters on this topic and remain committed to the agreements we reached in 2023,” UPS said. The Teamsters, which represents 340,000 UPS workers,last week accused UPSof failing to comply with the hiring requirement and a commitment to provide 28,000 air conditioned package cars and vans for heat relief in many parts of the country. It requested data from UPS on the status of open positions, as well as the delivery rate for vehicles equipped with air conditioning. The Teamsters gave the company until July 1 to provide answers, but the company has requested additional time to respond, the union said. “Our members cannot be bought off and we will not allow them to be sold out. The Teamsters are prepared to fight UPS on every front with every available resource to shut down this illegal buyout program,” O’Brien said. “UPS needs to live up to the existing contract. They must honor their commitments, just as Teamsters do every day, reliably delivering packages to hundreds of millions of Americans. Profits are not more important than people, not at UPS or any other employer.” UPS executives said during April’s earnings presentation that the company expects to save more than $1.2 billion this year by eliminating 25 million operating hours across the workforce. A similar amount in semi-variable cost reductions are estimated from the reduction of 20,000 employees. Click here for more FreightWaves/PostalMag stories by Eric Kulisch. Teamsters complain UPS slow to deploy air conditioned vehicles Switch to UPS saved US Postal Service 43% in air transport costs UPS to eliminate 20K jobs as Amazon decoupling accelerates The postUPS drivers to receive buyout offer as company shrinks parcel networkappeared first onFreightWaves.",2025-07-04
https://finance.yahoo.com/news/better-ai-stock-2h25-nvidia-190000213.html,"Shares ofPalantir Technologies Inc.PLTR, which sells a well-liked artificial intelligence (AI)-powered software platform, have surged 74.7% so far this year, outperforming the leading AI chip maker,NVIDIA Corporation’s NVDA 17.1% gain. Can Palantir keep outperforming NVIDIA in the second half, and is it the better AI stock for your portfolio? Image Source: Zacks Investment Research The surge in demand for NVIDIA’s state-of-the-art new-generation Blackwell chips helped the company’s sales grow 69% year over year to $44.1 billion in the fiscal first quarter, which ended on April 27. NVIDIA overcame supply-chain bottlenecks and delivered Blackwell AI servers to customers such asMicrosoft CorporationMSFT. Strong demand for AI chips will boost NVIDIA’s sales, supported by increased developer adoption of the CUDA platform. The AI revolution in self-driving cars and autonomous robots also benefits NVIDIA. As major cloud computing companies likeAmazon.com, Inc.AMZN andAlphabet Inc.GOOGL purchase NVIDIA’s graphics processing units (GPUs), in which the company holds a large share, the company is likely to see further growth. President Trump’s tariffs and export restrictions on AI chips to China may impact NVIDIA’s sales, but the company is adjusting its hardware specifications to resume sales there. Even without China, NVIDIA is positioned to benefit from the worldwide demand for AI capabilities. A rise in both commercial and government contracts helped Palantir increase its revenues in the first quarter. Commercial revenues increased 71% year over year (YoY) to $255 million, while government revenues rose 45% YoY to $373 million. Palantir’s sales growth has contributed to strong financial results, with net income reaching $217.7 million in the first quarter, more than doubling last year’s $106.1 million. Palantir’s adjusted free cash flow for the quarter was $370 million, up 42% YoY. Additionally, the remaining performance obligations of $1.9 billion and an estimated total addressable market of over $1 trillion in the next decade indicate Palantir’s continued strength. Palantir’s Artificial Intelligence Platform (AIP), capable of automating tasks beyond human reach, drove its revenue growth. The company’s new AI products, like Warp Speed, which uses AI to improve U.S. manufacturing efficiency, are also expected to boost revenues. Meanwhile, Palantir shareholders are excited about President Trump’s “Big, Beautiful Bill”. This is because Palantir is a key player in developing the Golden Dome missile defense system, included in the bill.  Moreover, the ongoing geopolitical tensions and the AI arms race could further benefit Palantir. Palantir’s AIP and other AI products are expected to see heightened commercial success in the near term, while strong demand for new Blackwell GPUs will boost NVIDIA’s profit margins. However, the only issue with investing in Palantir is its lofty valuations. Per the price-to-earnings (P/E) ratio, Palantir trades at 226.62 times forward earnings, while NVIDIA’s forward earnings multiple is 37.07. So, an economic downturn may quickly lower Palantir’s share price, unlike NVIDIA’s. P/E – F1PALANTIR TECH (PLTR) vs. NVIDIA CORP (NVDA) Image Source: Zacks Investment Research Therefore, it’s safe to conclude that NVIDIA is a better stock than Palantir in the second half. Palantir stock only suits aggressive investors. But those seeking stable returns should consider NVIDIA. At the moment, both stocks possess a Zacks Rank #3 (Hold). You can see the complete list of today’s Zacks Rank #1 (Strong Buy) stocks here. Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days.Click to get this free report Amazon.com, Inc. (AMZN) : Free Stock Analysis Report Microsoft Corporation (MSFT) : Free Stock Analysis Report NVIDIA Corporation (NVDA) : Free Stock Analysis Report Alphabet Inc. (GOOGL) : Free Stock Analysis Report Palantir Technologies Inc. (PLTR) : Free Stock Analysis Report This article originally published on Zacks Investment Research (zacks.com). Zacks Investment Research",2025-07-04
https://finance.yahoo.com/news/makes-atlas-core-driver-mongodbs-171600546.html,"MongoDB’s MDB Atlas has become a central pillar of the company’s platform strategy. In the first quarter of fiscal 2026, MongoDB highlighted strong adoption of Atlas across industries, including customers like CSX and LG Uplus, which are leveraging the platform for real-time operations and AI capabilities. The company saw its highest total customer net additions in over six years, driven primarily by Atlas, with self-serve channels contributing significantly to growth.In the fiscal first quarter, total revenues were $549 million, up 22% year over year. Atlas revenues grew 26% and accounted for 72% of total revenues, compared to 70% in the prior year. Atlas customer count reached over 55,800, up from 47,700 a year ago.MongoDB expects Atlas to continue playing a key role in its long-term strategy. For fiscal 2026, Atlas growth is embedded in the company’s raised revenue guidance of $2.25–$2.29 billion, reflecting continued confidence in its performance. Subscription revenues make up the vast majority of MongoDB’s business, with Atlas serving as the core component of this segment. The Zacks Consensus Estimate for MongoDB’s subscription revenues for the fiscal second quarter is pegged at $537.5 million, with the estimate for Atlas customers pinned at roughly 55,863.To support future growth, MongoDB is expanding its efforts in application modernization and AI. The company recently acquired Voyage AI and plans to enable users to generate embeddings directly from data within MongoDB. MongoDB is also hiring experienced enterprise leaders, investing in developer training and certifications, and enhancing self-serve tools to drive greater Atlas adoption. MongoDB faces growing competition fromAmazon’s AMZN DynamoDB andCouchbaseBASE, both of which are expanding their presence in the cloud database market.Amazon’s DynamoDB has added multi-region strong consistency to its Global Tables, letting apps read and write data across AWS regions with the same accuracy. This makes Amazon’s DynamoDB stronger in the cloud database space, especially for apps that need high reliability.Couchbase launched a new version of its cloud database using Memory-First Computing Platform to support AI agent workflows. This lets large language models take actions directly on Couchbase clusters. It’s designed for smarter, real-time systems and supports a future of connected, AI-powered tools. MDB shares have lost 8.7% in the year-to-date (YTD) period, underperforming the Zacks Internet – Software industry’s growth of 14.3% and the Zacks Computer and Technology sector’s return of 6.9%. Image Source: Zacks Investment Research From a valuation standpoint, MongoDB stock is currently trading at a  forward 12 months Price/Sales ratio of 6.89X compared with the industry’s 5.74X. MDB has a Value Score of F. Image Source: Zacks Investment Research The Zacks Consensus Estimate for second-quarter fiscal 2026 earnings is pegged at 64 cents per share, which has been revised upward by a nickel over the past 30 days, indicating 8.57% year-over-year decline. MongoDB, Inc. price-consensus-chart | MongoDB, Inc. Quote MongoDB currently carries a Zacks Rank #2 (Buy). You can seethe complete list of today’s Zacks #1 Rank (Strong Buy) stocks here. Want the latest recommendations from Zacks Investment Research? Today, you can download 7 Best Stocks for the Next 30 Days.Click to get this free report Amazon.com, Inc. (AMZN) : Free Stock Analysis Report MongoDB, Inc. (MDB) : Free Stock Analysis Report Couchbase, Inc. (BASE) : Free Stock Analysis Report This article originally published on Zacks Investment Research (zacks.com). Zacks Investment Research",2025-07-04
https://finance.yahoo.com/news/ups-offer-voluntary-buyout-packages-163405744.html,"(Reuters) -Parcel giant UPS said on Thursday it will offer voluntary buyouts to its full-time U.S. drivers as part of the largest network reconfiguration in its history — a sweeping overhaul that includes cutting 20,000 jobs and closing 73 facilities. The Atlanta-based company had in April announced a network reconfiguration plan following a reduction in deliveries for its key customer, Amazon.com, and amid U.S.President Donald Trump's tariffs. The buyout package is in addition to any retirement benefits such as pension and healthcare, the company said in a statement. The Teamsters union, which represents about 330,000 workers at UPS, was first to announce the buyout plans, calling them an ""illegal violation"" of the national contract, under which UPS had committed to create 22,500 more jobs. ""Our members cannot be bought off and we will not allow them to be sold out,"" said Sean O'Brien, general president of the union. ""UPS needs to live up to the existing contract. They must honor their commitments."" UPS said it intends to adhere to the terms of its contract with the union. (Reporting by Abhinav Parmar in Bengaluru; Editing by Shreya Biswas)",2025-07-04
https://finance.yahoo.com/news/truist-lifts-amazon-target-250-163204258.html,"Truist's Youssef Squali just nudgedhis Amazon (NASDAQ:AMZN) price target up from $226 to $250, and it makes sense when you look at the numbers. He's forecasting Q2 sales of about $164 billionroughly an 11% jump from a year agothat even outpaces both Wall Street's $162 billion consensus and Amazon's own guidance range. Warning! GuruFocus has detected 4 Warning Sign with AMZN. North America is carrying most of the load, with almost $100 billion in revenue thanks to steady consumer spending (think fewer worries about tariffs and macro headwinds) and a currency tailwind as the dollar softens. On the international side, Squali bumped his forecast to $33.8 billion, up about 7% year-over-year, thanks largely to those same FX gains. And don't sleep on AWS: he sees cloud sales hitting $30.7 billion, driven by traditional services and a big push in generative AIand even with the extra AI investments, margins should stay in the mid-to-high 30% range, not far off last quarter's record 39.5%. All that adds up to around 14% upside if Amazon hits $250 a shareenough for Squali to stick with a Buy. This article first appeared onGuruFocus.",2025-07-04
https://finance.yahoo.com/news/bofa-sees-improving-ad-market-152053230.html,"Investing.com -- Bank of America said improving macroeconomic sentiment and a deepening partnership with Amazon (NASDAQ:AMZN) could support stronger second-half results forRoku(NASDAQ:ROKU) Inc, as it raised its price target on the stock to $110 from $100. The broker said advertising trends appeared weak in early April but improved as the quarter progressed, easing some of the pressure seen around Roku’s first-quarter results.It now sees potential upside to Roku’s full-year outlook, helped by structural changes the company has made, including greater flexibility for third-party demand-side platforms. BofA said Roku’s recent agreement with Amazon, which allows advertisers access to Roku’s platform-level data, could improve ad performance and planning.The move signals the company’s intent to drive greater interoperability across the ecosystem, the note said. The bank raised its 2025 revenue estimate slightly to $4.59 billion, above Roku’s $4.55 billion guidance, and lifted projected adjusted EBITDA to $360 million.It also nudged up 2026 forecasts, citing a better environment for digital advertising and ongoing growth in connected TV. BofA reiterated a Buy rating on the stock and said Roku remains well-positioned to benefit from broader trends in streaming and CTV advertising, though it noted that fill rates in the ad business remain below 40%, suggesting room for improvement. Related articles BofA sees improving ad market boosting Roku’s outlook as it lifts target What could a shift in Intel’s foundry strategy bring? Growth funds favor Makemytrip and SK Hynix: BofA",2025-07-04
https://finance.yahoo.com/news/nvidia-set-become-worlds-most-142512077.html,"By Noel Randewich and Shashwat Chauhan (Reuters) -Nvidia hit a market value of $3.92 trillion on Thursday, briefly putting it on track to become the most valuable company in history, as Wall Street doubled down on optimism about AI. Shares of the leading designer of high-end AI chips rose as much as 2.4% to $160.98 in morning trading, giving the company a higher market capitalization than Apple's record closing value of $3.915 trillion on December 26, 2024. The shares were last up 1.5% at $159.60, leaving Nvidia's stock market value at $3.89 trillion, just short of Apple's record. Nvidia's newest chips have made gains in training the largest artificial-intelligence models, fueling demand for products by the Santa Clara, California, company. Microsoft is currently the second-most valuable company on Wall Street, with a market capitalization of $3.7 trillion as its shares rose 1.7% to $499.56. Apple rose 0.8%, giving it a market value of $3.19 trillion, in third place. A race among Microsoft, Amazon.com, Meta Platforms, Alphabet and Tesla to build AI data centers and dominate the emerging technology has fueled insatiable demand for Nvidia's high-end processors. ""When the first company crossed a trillion dollars, it was amazing. And now you're talking four trillion, which is just incredible. It tells you that there's this huge rush with AI spending and everybody's chasing it right now,"" said Joe Saluzzi, co-manager of trading at Themis Trading. The stock market value of Nvidia, whose core technology was developed to power video games, has increased nearly eight-fold over the past four years, from $500 billion in 2021 to now near $4 trillion. Nvidia is now worth more than the combined value of the Canadian and Mexican stock markets, according to LSEG data. The tech company also exceeds the total value of all publicly listed companies in the United Kingdom. Nvidia recently traded at about 32 times analysts' expected earnings for the next 12 months, below its average of about 41 over the past five years, according to LSEG data. That relatively modest price-to-earnings valuation reflects steadily increasing earnings estimates that have outpaced Nvidia's sizable stock gains. The company's stock has now rebounded more than 68% from its recent closing low on April 4, when Wall Street was reeling from President Donald Trump's global tariff announcements. U.S. stocks, including Nvidia, have recovered on expectations that the White House will cement trade deals to soften Trump's tariffs. Nvidia's swelling market capitalization underscores Wall Street's big bets on the proliferation of generative AI technology, with the chipmaker's hardware serving as the foundation. The sharp increases in the shares of Nvidia and other Wall Street heavyweights have left people who save for their retirements through widely used S&P 500 index funds heavily exposed to the future of AI technology. Nvidia now accounts for 7% of the S&P 500. Nvidia, Microsoft, Apple, Amazon and Alphabet together make up 28% of the index. ""I strongly believe that AI is a greatly productive tool, but I am fairly sure that the current delivery of AI via large language models and large reasoning models are unlikely to live up to the hype,"" cautioned Kim Forrest, chief investment officer at Bokeh Capital Partners. Co-founded in 1993 by CEO Jensen Huang, Nvidia has evolved from a niche company popular among video game enthusiasts into Wall Street's barometer for the AI industry. The stock's recent rally comes after a slow first half of the year, when investor optimism about AI took a back seat to worries about tariffs and Trump's trade dispute with Beijing. Chinese startup DeepSeek in January triggered a selloff in global equities markets with a cut-price AI model that outperformed many Western competitors and sparked speculation that companies might spend less on high-end processors. In November of last year, Nvidia took over the spot on the Dow Jones Industrial Average formerly occupied by chipmaker Intel, reflecting a major shift in the semiconductor industry toward AI-linked development and the graphics processing hardware pioneered by Nvidia. (Reporting by Noel Randewich in Oakland, California; Arsheeya Bajwa and Shashwat Chauhan in Bengaluru, and Carolina Mandl and Sinead Carew in New York; Editing by Dawn Kopecki, Matthew Lewis and Nick Zieminski)",2025-07-04
https://finance.yahoo.com/news/meta-upgraded-pnc-financial-downgraded-134154896.html,"The most talked about and market moving research calls around Wall Street are now in one place. Here are today's research calls that investors need to know, as compiled by The Fly.Top 5 Upgrades: Needham upgradedMeta Platforms(META)to Hold from Underperform with no price target. Channel checks are driving upside to the firm's estimates, but the firm remains on the sidelines with a Hold because the firm believes Meta's strategy diffusion ""wastes capital and adds risks"" and the company's margins and free cash flow are under structural downward pressure. BNP Paribas Exane upgradedFedEx(FDX)to Outperform from Underperform with a price target of $270, up from $230. While the U.S. domestic parcel market remains competitive and Amazon(AMZN)continues to present a major challenge to incumbents, FedEx is outperforming on both volume and yield growth on a relative basis and the shares are ""arguably oversold,"" the firm tells investors. BNP Paribas Exane upgradedUPS(UPS)to Neutral from Underperform with a $100 price target. With consensus trending downwards, BNP's outlook is now ""better matched by the Street"" and volume headwinds appear to be priced in, the firm tells investors. Wolfe Research upgradedHuntington Bancshares(HBAN)to Outperform from Peer Perform with a $21 price target. The firm, which sees net interest income and net interest margin upside, expects shares will ""generate meaningful alpha in the coming year,"" citing a combination of peer leading loan and deposit growth, ongoing productivity and efficiency improvements, benign credit, and capital returns. Morgan Stanley upgradedValley National(VLY)to Overweight from Equal Weight with a price target of $11, up from $10. Valley has taken significant actions over the past year to lower its commercial real estate concentration, increase its reserve ratio, and build capital, but the balance sheet improvement and earnings growth story are not reflected in valuation, the firm tells investors. Top 5 Downgrades: Wolfe Research downgradedPNC Financial(PNC)to Peer Perform from Outperform and removed the firm's prior $185 price target. PNC screens as expensive compared to the Outperform-rated banks in the analyst's coverage that generate higher returns, the firm explains. Citizens JMP downgradedTwo Harbors(TWO)to Market Perform from Outperform and removed the firm's prior $13.50 price target on the shares, citing uncertainty about the final level of damages yet to be determined in the ongoing lawsuit against its former external manager. Maxim downgradedNV5 Global(NVEE)to Hold from Buy with a $23 price target citing the pending takeover by Acuren for $23 per share. Raymond James downgradedImperial Oil(IMO)to Market Perform from Outperform with a price target of C$107, up from C$105. With the Investor Day in the rearview mirror, it is challenging to see any near-term catalysts to drive continued outperformance, the firm tells investors in a research note. Berenberg downgradedRio Tinto(RIO)to Hold from Buy with a price target of 4,700 GBp, down from 6,200 GBp. The firm is taking a more cautious view on iron ore and reduced estimates by about 5% over 2025-27, citing a lack of clear stimulus from China as ""a key driver of this reduction."" Top 5 Initiations: H.C. Wainwright initiated coverage ofTelix Pharmaceuticals(TLX)with a Buy rating and $23 price target. TLX591, which is being studied in a global Phase 3 trial for metastatic castration-resistant prostate cancer, ""appears differentiated"" and TLX592 ""further builds upon that,"" the firm argues. KeyBanc initiated coverage ofPrairie Operating(PROP)with a Sector Weight rating and no price target. The firm sees ""a chicken-or-egg conundrum"" for Prairie on whether to enter into M&A now with a low trading multiple to re-rate the equity, or wait for the equity to re-rate before entering into more deals. BofA initiated coverage ofRalliant(RAL)with an Underperform rating and $48 price target. Ralliant has modestly underperformed peers over this cycle, with revenue declines below peers in Q1, the firm tells investors in a research note. Bullish on the name,Janney Montgomery Scottinitiated coverage of Primoris(PRIM)with a Buy rating and $102 fair value estimate. Morgan Stanley analyst Sean Laaman assumed coverage ofSchrodinger(SDGR)with an Equal Weight rating with a price target of $28, down from $31. Schrodinger has faced volatility due to a combination of macroeconomic factors, underperformance on initial clinical results and uncertainty on valuation and revenue drivers, the firm says.",2025-07-04
